tweet;clean_tweet;sentiment_svm;sentiment_smote
makan siang gratis part kesekian enak tp jujur lbh enak ga masuk sabtu https://t.co/C1Ow8QvdOu;makan siang gratis part kesekian enak tp jujur lbh enak ga masuk sabtu;negatif;positif
demi makan gratis nyawa orang jadi mainan. semangat tobatnya wok.;demi makan gratis nyawa orang mainan semangat tobatnya wok;negatif;negatif
Anjir mimpi dapet program makan bergizi gratis;anjir mimpi dapet program makan bergizi gratis;netral;netral
@ch_chotimah2 @prabowo @Gerindra Tuntutan Rakyat Segera!! 1. Reformasi POLRI 2. Reformasi Hukum 3. Potong gaji tunjangan DPR 3. Bubarkan Ormas2 Pemalak 4. Hapus rangkap jabatan pejabat 5. Tunda proyek2 Mercusuar 6. Kurangi cakupan MBG hingga APBN pulih Hal yang harus dilakukan jgk panjang: Cont-;tuntutan rakyat segera reformasi polri reformasi hukum potong gaji tunjangan dpr bubarkan ormas pemalak hapus rangkap jabatan pejabat tunda proyek mercusuar kurangi cakupan mbg hingga apbn pulih hal harus dilakukan jgk panjang cont;negatif;negatif
MAKAN GRATIS DI SHOPEEFOOD NIH! Klaim vouchernya sekarang dan nikmatin makanan enak tanpa bayar! Cusss klik di sini: https://t.co/B2csoe2UNj #ShopeeFood #MakanGratis #PromoShopee https://t.co/DCXZAeyAf3;makan gratis shopeefood nih klaim vouchernya sekarang nikmatin makan enak tanpa bayar cusss klik sini;positif;positif
demiapahhh.... masa gue disuruh kesekolah cuma buat ambil mbg;demiapahhh masa gue disuruh kesekolah cuma buat ambil mbg;netral;netral
Yang ikutan demo pasti orang² lugu bapak² emak² dari kabupaten-kabupaten sekitar jakarta yang diiming-imingi duit merah selembar makan siang gratis dan piknik keliling Jakarta tanpa memahami substansi dari apa yang mereka 'suarakan' sama sekali cuma ikut arahan pembina saja..;ikutan demo pasti orang lugu bapak emak kabupatenkabupaten sekitar jakarta diimingimingi duit merah selembar makan siang gratis piknik keliling jakarta tanpa memahami substansi apa mereka suarakan sama sekali cuma ikut arahan pembina saja;negatif;negatif
Video: Kuli Bangunan Tersengat Listrik saat Perbaiki Atap Dapur MBG di Pangkep https://t.co/3XzXBuAHqe;video kuli bangun tersengat listrik saat perbaiki atap dapur mbg pangkep;negatif;negatif
goalku menjadi wanita keren 180cm itu dapet mbg kok mlah keracunan ;goalku menjadi wanita keren cm dapet mbg kok mlah keracunan;negatif;negatif
coba ganti aja nama program nya jadi makan siang gratis gausah pake embel-embel bergizi kalo ga butuh ahli gizi @prabowo;coba ganti aja nama program nya makan siang gratis gausah pake embelembel bergizi kalo ga butuh ahli gizi;negatif;negatif
rekomendasi menu mbg @prabowo;rekomendasi menu mbg;negatif;negatif
@kaiyumi42 Akan ku translate Setiap hari Minggu MAKAN GRATIS !!! 7 pagi - 6 sore Buka setiap hari kecuali minggu;akan ku translate setiap hari minggu makan gratis pagi sore buka setiap hari kecuali minggu;positif;positif
@munafri_arfdn Masya Allah luar biasa pak walikota.. ttap smangat pak.. jngan kendor and ttap lakukan inspeksi dadakan kpada tiap skolah and jngan lupa di Audit juga sekolah sekolah mna saja yg belum mendaptkan program makan siang gratis dri arahan bpak Presiden kita bapak Prabowo...;masya allah luar biasa pak walikota ttap smangat pak jngan kendor and ttap lakukan inspeksi dadakan kpada tiap skolah and jngan lupa audit sekolah sekolah mna saja yg belum mendaptkan program makan siang gratis dri arahan bpak presiden kita bapak prabowo;negatif;negatif
Prabowo Sebut Kasus Keracunan MBG 0 0017 Persen Dokter Tan: Nyawa Manusia Jangan Dianggap Statistik https://t.co/foMHNvg34B;prabowo sebut kasus keracunan mbg persen dokter tan nyawa manusia jangan dianggap statistik;negatif;negatif
presiden zimbabwe aja males nerapin MBG ini di negaranya;presiden zimbabwe aja males nerapin mbg negaranya;negatif;negatif
Makan gratis adalah bansos yg tidak gratis....... https://t.co/jeQ8Pu0Wdn;makan gratis bansos yg tidak gratis;negatif;negatif
Pasti kamu familiar dengan istilah Makan Bergizi Gratis. Tapi apakah kamu familiar juga dengan ungkapan Tidak Ada Makan Siang Gratis? Nantikan film terbaru Watchdoc pada Desember 2025 ini. https://t.co/r86WoC8lK4 #Watchdoc #MBG #Bencana https://t.co/a1VPE7WHwc;pasti kamu familiar istilah makan bergizi gratis tapi apakah kamu familiar ungkapan tidak ada makan siang gratis nantikan film terbaru watchdoc desember;netral;netral
video ini menunjukkan kalau sekolah lebih penting dari makan gratis https://t.co/Q0JRfQorCK;video menunjukkan kalau sekolah lebih penting makan gratis;netral;netral
@Maghfir26610206 Pemerintah perlu menjelaskan secara transparan bagaimana skema pembiayaan program makan siang gratis ini di Papua agar tidak ada kekhawatiran pengurangan dana pendidikan;pemerintah perlu menjelaskan secara transparan bagaimana skema pembiayaan program makan siang gratis papua agar tidak ada kekhawatiran pengurangan dana pendidikan;netral;netral
@nowyoucatchme @BetaEpsilonPhi @PNS_Ababil Bocil ulang tahun aja yg di ucapin pertama semoga jadi anak pinter dan anak sehat bukan semoga jadi anak yg dapet bantuan makan bergizi gratis ;bocil ulang tahun aja yg ucapin pertama semoga anak pinter anak sehat bukan semoga anak yg dapet bantuan makan bergizi gratis;positif;positif
Obrolan di rumah w bubar perkara makan siang gratis wkwkw anjay solo fighter w ngadepin voter 02 ni ;obrolan rumah w bubar perkara makan siang gratis wkwkw anjay solo fighter w ngadepin voter ni;netral;netral
Kasian bgt manusia satu ini... ? Masyarakat sdh bantu pemerintah melalui pajak dan retribusi... ? Masyarakat juga yang mau bantu masyarakat ? Lalu kerjaan kalian apa..?? KORUPSI..?? LAGAKMU kasi makan gratis sekolah gratis transport umum gratis dan BBM gratis P I L A T;kasian bgt manusia satu masyarakat sdh bantu pemerintah melalui pajak retribusi masyarakat mau bantu masyarakat lalu kerjaan kalian apa korupsi lagakmu kasi makan gratis sekolah gratis transport umum gratis bbm gratis p i l a t;negatif;negatif
Apakah kita harus menunggu sampai ada anak mati karena keracunan MBG baru kita bertindak?;apakah kita harus menunggu sampai ada anak mati keracunan mbg baru kita bertindak;netral;netral
Sempatkanlah tonton ini sampai habis. Tidak ada makan siang gratis. Sebuah dokumenter yg menyayat hati dan mengoyak nurani kita sebagai WNI. https://t.co/SutfQmvtAn;sempatkanlah tonton sampai habis tidak ada makan siang gratis sebuah dokumenter yg menyayat hati mengoyak nurani kita wni;negatif;negatif
Demi makan siang gratis itu no 3 cut ajalah anjg prestasinya apa sih monyed;demi makan siang gratis no cut ajalah anjg prestasinya apa sih monyed;negatif;negatif
Gajinya bukan main itu Celios di gaji $ 2.000.000 buat kontrak 3 tahun sampai 2027. Jadi Sebulan pemilik Celios cair duit 861 juta dan konten yang dibuat? 99 99 Persen menyerang pemerintah. Tentu tidak ada makan siang Gratis dari Soros. Mereka menyerang MBG karena MBG;gajinya bukan main celios gaji buat kontrak tahun sampai sebulan pemilik celios cair duit juta konten dibuat persen menyerang pemerintah tentu tidak ada makan siang gratis soros mereka menyerang mbg mbg;negatif;negatif
mengerikan sekali ada Menteri yg bilang anak yg keracunan mbg itu krn belum terbiasa?! SINTINGG;mengerikan sekali ada menteri yg bilang anak yg keracunan mbg krn belum terbiasa sintingg;negatif;negatif
Monggo disimak masukan ini untuk evaluasi dan perbaikan pelaksanaan MBG. @prabowo @setkabgoid @Gerindra @KemensetnegRI @Dahnilanzar @KSPgoid @kurawa ;monggo disimak masukan evaluasi perbaikan pelaksanaan mbg;netral;netral
Sukseskan Program Kerja Pemerintah Demokrat Apresiasi BGN Telah Selenggarakan Program MBG dengan Baik Sebagai lembaga yang baru dibentuk Badan Gizi Nasional (BGN) dalam waktu singkat sudah dapat melaksanakan Makan Bergizi Gratis (MBG) secara bertahap. Karena itu capaian BGN https://t.co/FnRZ0CciHU;sukseskan program kerja pemerintah demokrat apresiasi bgn telah selenggarakan program mbg baik lembaga baru dibentuk badan gizi nasional bgn dalam waktu singkat sudah dapat melaksanakan makan bergizi gratis mbg secara bertahap capaian bgn;positif;positif
keren bgt! Makan gratis nya bener2 bantu byk org https://t.co/nItaSwjynK;keren bgt makan gratis nya bener bantu byk org;positif;positif
@alfanrahadi @kompascom Prabowo Subianto bukan presiden terburuk Indonesia berdasarkan 6 bulan awal jabatannya hingga April 2025. Rating persetujuannya tinggi (80-90%) pada 2024-2025 didukung kebijakan seperti makan gratis sekolah. Tantangan ekonomi baru-baru ini seperti jatuhnya pasar saham lebih;prabowo subianto bukan presiden terburuk indonesia berdasarkan bulan awal jabatannya hingga april rating persetujuannya tinggi didukung kebijakan seperti makan gratis sekolah tantangan ekonomi barubaru seperti jatuhnya pasar saham lebih;netral;netral
Anak-anak yang kenyang bisa belajar dengan tenang. Saya pribadi sangat mendukung program Makan Siang Gratis dari Pak Prabowo. Ini bukan sekadar soal makanan tapi tentang memastikan agar semua anak Indonesia tumbuh sehat cerdas dan punya kesempatan. Ayo Indonesia Maju!;anakanak kenyang bisa ajar tenang saya pribadi sangat mendukung program makan siang gratis pak prabowo bukan sekadar soal makan tapi tentang memastikan agar semua anak indonesia tumbuh sehat cerdas punya kesempatan ayo indonesia maju;positif;positif
Kang survey akhirnya menjdi pejabat negara . Memperkuat keyakinan bhw TDK ada makan siang gratis ..;kang survey akhirnya menjdi pejabat negara memperkuat keyakinan bhw tdk ada makan siang gratis;netral;netral
Gw nyalahin pemerintah! CMIIW ya di teori ekonomi kalo ekonomi sedang lesu harusnya government spending dinaikkan agar bisa boost pertumbuhan ekonomi. Eh dia malah efisiensi bikin program MBG yg nggak jelas perencanaan dan tata kelolanya.;gw nyalahin pemerintah cmiiw ya teori ekonomi kalo ekonomi sedang lesu harusnya government spending dinaikkan agar bisa boost pertumbuhan ekonomi eh dia malah efisiensi bikin program mbg yg nggak jelas perencanaan tata kelolanya;negatif;negatif
Gizi gratis dampak besar: pendidikan naik ekonomi pun kuat. https://t.co/KCt54dus7f;gizi gratis dampak besar pendidikan naik ekonomi pun kuat;positif;positif
"Gen Z ngapa ngongok yak? Makan siang gratis sembako gratis adalah program yg menjadikan rakyat MENTAL PENGEMIS. Paham nggak siiih? Pemerintah itu WAJIB MENSEJAHTERAKAN RAKYAT DGN MENYEDIAKAN LAP. KERJA DGN PENGHASILAN YG LAYAK &amp; PENDIDIKAN YG LAYAK?? Tuntut itu...";gen z ngapa ngongok yak makan siang gratis sembako gratis program yg menjadikan rakyat mental pengemis paham nggak siiih pemerintah wajib mensejahterakan rakyat dgn menyediakan lap kerja dgn penghasilan yg layak amp pendidikan yg layak tuntut;negatif;negatif
anggaran naik buat gini gini~ mbg anggaran cepuyuh yibu~ dame un gurrr;anggaran naik buat gini gini mbg anggaran cepuyuh yibu dame un gurrr;negatif;negatif
Remon untuk PNS TNI POLRI saya akan mencarikan jalan alternatif... Tidak tega juga... namun SATU hak MOHIN BANTU KAMI dan Ihklaskan Makan Gratis Siswa Tidak ada.... hapus sementara .;remon pns tni polri saya akan mencarikan jalan alternatif tidak tega satu hak mohin bantu kami ihklaskan makan gratis siswa tidak ada hapus sementara;negatif;negatif
Program MBG bawa dampak Ekonomi di Jayapura https://t.co/h4BaqErkSF;program mbg bawa dampak ekonomi jayapura;positif;positif
 Rakyat yang bodoh lebih mudah di kendalikan Di iming imingi makan siang gratis aja langsung pada ngaceng ;rakyat bodoh lebih mudah kendalikan iming imingi makan siang gratis aja langsung ngaceng;negatif;negatif
@Bintarobart @Dospemz Jadi menurut saya daripada buang-buang duit buat program makan siang gratis mending fokus benahi sistem pendidikan dari akar. Bikin guru betah ngajar bikin murid semangat belajar.;menurut saya daripada buangbuang duit buat program makan siang gratis mending fokus benahi sistem pendidikan akar bikin guru betah ngajar bikin murid semangat ajar;negatif;negatif
Tak ada makan siang gratis. Tak terhitung koruptor yang diselamatkan @jokowi dengan berbagai cara termasuk dng melemahkan KPK dan UUCK. Semua demi kepentingan kekuasaan (diri dan keluarganya).;tak ada makan siang gratis tak terhitung koruptor diselamatkan berbagai cara termasuk dng melemahkan kpk uuck semua demi kepentingan kekuasaan diri keluarganya;negatif;negatif
trus makan siang gratis. tapi lupa foto;trus makan siang gratis tapi lupa foto;netral;netral
absen yg mau pdkt oa makan siang gratis sama yum0a ? https://t.co/FmNXAjgFgx;absen yg mau pdkt oa makan siang gratis sama yuma;negatif;negatif
Makan Berbahaya Gratis https://t.co/e60AtqPLER Kalo namanya masih Makan Siang Gratis mungkin gak sebermasalah sekarang.;makan berbahaya gratis kalo namanya masih makan siang gratis mungkin gak sebermasalah sekarang;negatif;negatif
kangen bagi makan gratis sama temen-temenku waktu itu;kangen bagi makan gratis sama tementemenku waktu;negatif;negatif
Breaking News Beras Ilegal itu Ternyata BUKAN buat MBG ya? Cek fakta yuk sbelum menyebarkan informasi yg salah Mari kita lawan berita palsu dengan fakta yg jelas. Kerja Nyata adalah melawan disinformasi. #LanjutkanMBG ALBUM OF THE YEAR DAESANG Carmen Aceh Sumatera Gery Iskak https://t.co/I6UolVHgKw;breaking news beras ilegal ternyata bukan buat mbg ya cek fakta yuk sbelum menyebarkan informasi yg salah mari kita lawan berita palsu fakta yg jelas kerja nyata melawan disinformasi album of the year daesang carmen aceh sumatera gery iskak;negatif;negatif
urgensi dari MAKAN BERGIZI GRATIS tuh apa ya? yaelah pak udahlah kalo gamampu yauda cancel aja plan makan siang gratisnya udah gausah gengsi gitulah.;urgensi makan bergizi gratis tuh apa ya yaelah pak udahlah kalo gamampu yauda cancel aja plan makan siang gratisnya udah gausah gengsi gitulah;negatif;negatif
@bitq @tempodotco Klaim Prabowo bahwa satu tahun kepemimpinannya punya hasil nyata didukung oleh program seperti Makan Bergizi Gratis yang menjangkau 44 juta penerima dan rating persetujuan 78% dari survei Indikator Politik. Namun kritik muncul soal penurunan FDI pertumbuhan ekonomi di bawah;klaim prabowo satu tahun kepemimpinannya punya hasil nyata didukung oleh program seperti makan bergizi gratis menjangkau juta penerima rating persetujuan survei indikator politik kritik muncul soal turun fdi pertumbuhan ekonomi bawah;netral;positif
Tanpa MBG saja volume food waste kita tertinggi seasia tenggara.;tanpa mbg saja volume food waste kita tertinggi seasia tenggara;negatif;negatif
Menuju Indonesia emas dibawah kebijakan Prabs-Gibs dan kebijakan tetek bengek Makan Gratis Bergizi hilirisasi etc.;menuju indonesia emas dibawah kebijakan prabsgibs kebijakan tetek bengek makan gratis bergizi hilirisasi etc;netral;netral
"Murah bgt beli gacoan 3macem cuma 14.000 [SHARE &amp; WIN MAKAN GRATIS 25-27 MEI!] Mau tau caranya? Yuk gabung grup Shopee-ku sekarang juga dan ajak temanmu untuk dapetin Diskon 100% s/d 40RB! Langsung klik di sini https://t.co/5GRwA7wPtB https://t.co/yA5uTL743K";murah bgt beli gacoan macem cuma share amp win makan gratis mei mau tau caranya yuk gabung grup shopeeku sekarang ajak temanmu dapetin diskon sd rb langsung klik sini;positif;positif
Atur aja sun sekalian jd pengurus dapur MBG ;atur aja sun sekalian jd pengurus dapur mbg;negatif;negatif
Masya ALLAH KDM Setiap Hari Menyediakan Makan Gratis Untuk Pengunjung Lembur Pakuan... https://t.co/Kq5LavMswx;masya allah kdm setiap hari menyediakan makan gratis pengunjung lembur pakuan;netral;netral
Halah. Gue tanpa MBG MBG sialan itu juga bisa tumbuh tinggi 173.5 cm;halah gue tanpa mbg mbg sialan bisa tumbuh tinggi cm;negatif;negatif
wdym pendidikan kesehatan masuk prioritas pendukung???? dan makan bergizi GRATIS prioritas utama??? wdym????? we're all doomed..........;wdym pendidikan kesehatan masuk prioritas pendukung makan bergizi gratis prioritas utama wdym were all doomed;negatif;negatif
Program Makan Gratis itu lebih tepat dilakukan pada tahun 1945 atau pada tahun 1965 Bukan tahun 2025 Negara2 lain buat Program ke Planet Mars Prabowo berkutat pada makan siang gratis https://t.co/FfVuApwJ20;program makan gratis lebih tepat dilakukan tahun tahun bukan tahun negara lain buat program planet mars prabowo berkutat makan siang gratis;netral;netral
Benarkah? TIDAK BENAR Purbaya tidak pernah minta izin ke Presiden supaya program makan siang gratis diuangkan (dikasih uang tunai ke orang tua/anak). Yang benar: Purbaya cuma bilang kalau anggaran MBG yang tidak kepakai/terserap sampai akhir tahun akan ditarik dulu https://t.co/o9sWsfcKPo;benarkah tidak benar purbaya tidak pernah minta izin presiden supaya program makan siang gratis diuangkan dikasih uang tunai orang tuaanak benar purbaya cuma bilang kalau anggaran mbg tidak kepakaiterserap sampai akhir tahun akan ditarik dulu;negatif;negatif
Terpantau parjo dan parcok belom ada yg turun ke lapangan. Giliran ngurusin ompreng MBG sm ijazah palsu merekalah garda terdepan ;terpantau parjo parcok belom ada yg turun lapangan giliran ngurusin ompreng mbg sm ijazah palsu merekalah garda terdepan;negatif;negatif
otaknya langsung ketutup sama narasi makan siang gratis;otaknya langsung ketutup sama narasi makan siang gratis;negatif;negatif
LIHAT betapa sibuknya dan susahnya rakyat mengurusi korban keracunan program MBG sebuah program pemerintah yang sebenarnya hanya untuk bagi2 duit rakyat ke kroni2nya https://t.co/HvOCOI5XxW;lihat betapa sibuknya susahnya rakyat mengurusi korban keracunan program mbg sebuah program pemerintah sebenarnya hanya bagi duit rakyat kroninya;negatif;negatif
Menu Makan Gratis Diduga Picu Keracunan: Kenapa Hiu yang Tinggi Merkuri Bisa Lolos Jadi Menu MBG? https://t.co/xnRXVm2myA;menu makan gratis diduga picu keracunan kenapa hiu tinggi merkuri bisa lolos menu mbg;negatif;negatif
busett ep 1 udh dikasih liat mbg era jeoson ketinggalan bgt w br nntn kingdom skrg;busett ep udh dikasih liat mbg era jeoson ketinggalan bgt w br nntn kingdom skrg;negatif;negatif
Polrestabes Palembang Berbagi Makan Siang Gratis Melalui Polsek Seberang Ulu II Polrestabes Palembang melalui Polsek Seberang Ulu II kembali melaksanakan program sosial dengan membagikan paket nasi gratis https://t.co/jhxrTsOHTJ;polrestabes palembang berbagi makan siang gratis melalui polsek seberang ulu ii polrestabes palembang melalui polsek seberang ulu ii kembali melaksanakan program sosial membagikan paket nasi gratis;positif;positif
"Kang @maman1965: Cito ayo ngopi. Sembari kita ngrasanin fens2 emyu; dokdes @ryuhasan mprop @picoez paksmsl @pemudaidamanid gusim @hayder_imron pahasem @hasyimmah dkk. Aku: +makan siang gratis tapi ya? Kang Msmsn: Bisa dyatuuuurrr Aku: Okebaig https://t.co/70Bb3zQZHR";kang cito ayo ngopi sembari kita ngrasanin fens emyu dokdes mprop paksmsl gusim pahasem dkk aku makan siang gratis tapi ya kang msmsn bisa dyatuuuurrr aku okebaig;netral;netral
Ini fanmeet ya anna yegger itil idol lo samsek belum pernah fanmeet solo. Idol lo itu acara GRATISAN MAKAN GRATIS MINIM GRATIS. ini fanmeet berbayar. Cobalah swhari aja jangan tolol bisa ? Gabisa udah pasti. Setelan pabrik https://t.co/1SKl6QC6uv;fanmeet ya anna yegger itil idol lo samsek belum pernah fanmeet solo idol lo acara gratisan makan gratis minim gratis fanmeet berbayar cobalah swhari aja jangan tolol bisa gabisa udah pasti setelan pabrik;negatif;negatif
@shimourii lahh iya delivery kali yak permisi makan bergizi gratis nya;lahh iya delivery kali yak permisi makan bergizi gratis nya;netral;netral
Nggak ada yg gratis. Anak dikasih makan tapi ortunya dimakan oleh negara melalui pajak negara. Tidak ada makan siang gratis.;nggak ada yg gratis anak dikasih makan tapi ortunya makan oleh negara melalui pajak negara tidak ada makan siang gratis;negatif;negatif
Liatkan presiden yg u pilih karena kasian dan makan siang gratis org makan siang gratisnya ajh beberapa ada yg mangkrak sekarang fokus beliau cman mau UU TNI blom UU yg lain amit2;liatkan presiden yg u pilih kasian makan siang gratis org makan siang gratisnya ajh beberapa ada yg mangkrak sekarang fokus beliau cman mau uu tni blom uu yg lain amit;negatif;negatif
Makan siang gratis mulai jam segini;makan siang gratis mulai jam segini;netral;netral
Makan bergizi gratis bertujuan untuk meningkatkan pertumbuhan generasi muda Indonesia. Gizi seimbang kunci pertumbuhan dari generasi muda. #MakanBergiziGratis #MBG #Prabowo https://t.co/9Nrj6NCN2F;makan bergizi gratis bertujuan meningkatkan pertumbuhan generasi muda indonesia gizi seimbang kunci pertumbuhan generasi muda;positif;positif
Bukan sekadar makan gratis MBG adalah pondasi generasi emas 2045. Ayo kita kawal bersama! #MakanBergiziGratis #IndonesiaEmas2045 #ManfaatMBG #DukungMBG https://t.co/RwFg8xtvBx;bukan sekadar makan gratis mbg pondasi generasi emas ayo kita kawal bersama;positif;positif
untung kaum millenial ga kek gini cowo milenial rata2 malu kalo bayar sendiri2 apalagi dibayarin cewe makanya mereka inisiatif bayrin alhmdlilah ga smpe dikatain makan gratis;untung kaum millenial ga kek gini cowo milenial rata malu kalo bayar sendiri apalagi dibayarin cewe makanya mereka inisiatif bayrin alhmdlilah ga smpe dikatain makan gratis;negatif;negatif
@Bahagiabintang Pemerintahan Indonesia di bawah Prabowo Subianto (April 2025) populer dengan rating 80-90% didukung program ekonomi dan sosial seperti makan gratis sekolah. Namun ada kekhawatiran soal demokrasi karena undang-undang Maret 2025 yang memperluas peran militer ditambah tantangan https://t.co/aHvYnXhuvO;pemerintahan indonesia bawah prabowo subianto april populer rating didukung program ekonomi sosial seperti makan gratis sekolah ada kekhawatiran soal demokrasi undangundang maret memperluas peran militer ditambah tantangan;netral;netral
Duh...! korban keracunan Makan Siang Gratis di Tasikmalaya bukan anak sekolah tapi balita... @kkmanti https://t.co/lQ5c3XMhiC;duh korban keracunan makan siang gratis tasikmalaya bukan anak sekolah tapi balita;negatif;negatif
Tak ada Makan Siang Gratis Pak @Nadiem_Makarim @nadiemmakarim ... Masa' anda setelah makan enak masih tak sudi membayar Pak Mantan Mendikbud era Pak @jokowi ...? ;tak ada makan siang gratis pak masa anda setelah makan enak masih tak sudi bayar pak mantan mendikbud era pak;negatif;negatif
eh pernah gaksih kalian penasaran pas orang yang mengemukakan pendapat eh gimana kalo pendidikan sama kesehatan tuh prioritas pendukung aja yang utama makan bergizi gratis terus yang lain nyaut wah ide bagus setuju tuh mukanya pada setolol apa KAYAK??? KEPIKIRAN??;eh pernah gaksih kalian penasaran pas orang mengemukakan pendapat eh gimana kalo pendidikan sama kesehatan tuh prioritas pendukung aja utama makan bergizi gratis terus lain nyaut wah ide bagus setuju tuh mukanya setolol apa kayak kepikiran;negatif;negatif
Makan Bergizi Gratis #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/lgGLBB4yyT;makan bergizi gratis;positif;positif
BERHENTIIN MBG KOCAK.;berhentiin mbg kocak;negatif;negatif
Diinterogasi MBG https://t.co/Lck2NBzxST https://t.co/yv7RnF7D5C;diinterogasi mbg;negatif;negatif
Bhabinkamtibmas Kel. Babakan Aiptu Robit S Melaksanakan Kegiatan Monitoring Pembagian MBG (Makanan Bergizi Gratis) di SDN 02 Babakan terpantau selama pelaksanaan pembagian dalam keadaan aman terkendali . . . . . #Kapolri_indonesia #divisihumaspolri #kapoldametrojaya https://t.co/uRJ2yXJ42v;bhabinkamtibmas kel babakan aiptu robit s melaksanakan kegiatan monitoring pembagian mbg makan bergizi gratis sdn babakan terpantau selama pelaksanaan pembagian dalam keadaan aman terkendali;positif;positif
Program Makan Bergizi Gratis telah membawa perubahan positif bagi masyarakat. Mari kita terus dukung inisiatif ini #IndonesiaEmas #PresidenPrabowo #MakanBergiziGratis #bergizigratis #cegahstunting #GiziUntukNegeri #ProgramGiziNasional #PrabowoSubianto #beritaviral https://t.co/ErcqeCJOwa;program makan bergizi gratis telah membawa perubahan positif bagi masyarakat mari kita terus dukung inisiatif;positif;positif
 Adanya berbagai program prioritas pemerintah seperti program pembangunan 3 juta rumah dan program makan bergizi gratis memiliki potensi bagi industri asuransi untuk dapat ikut berkontribusi ucap Ogi Prastomiyono. https://t.co/NOf2brXbA0;adanya berbagai program prioritas pemerintah seperti program pembangunan juta rumah program makan bergizi gratis memiliki potensi bagi industri asuransi dapat ikut berkontribusi ucap ogi prastomiyono;positif;netral
sangat menantikan makan siang gratis itu ;sangat menantikan makan siang gratis;netral;positif
Makan bergizi gratis bukan sekadar mengenyangkan tetapi memastikan setiap anak mendapatkan asupan nutrisi yang layak sebagai fondasi tumbuh kembang dan masa depan yang lebih baik. #HakAnak #GiziSeimbang #InvestasiMasaDepan #AnakIndonesia #PendidikanSehat https://t.co/QV8U86x0PW;makan bergizi gratis bukan sekadar mengenyangkan memastikan setiap anak mendapatkan asupan nutrisi layak fondasi tumbuh kembang masa depan lebih baik;positif;positif
Mbg yang asli tuh kek gini bos @prabowo https://t.co/1V42Xoeua1;mbg asli tuh kek gini bos;negatif;negatif
Tidak ada makan siang gratis. Tidak ada bantuan yg gratis. Masa sih ? Ada ya kalau balasannya kita ke Allah;tidak ada makan siang gratis tidak ada bantuan yg gratis masa sih ada ya kalau balasannya kita allah;netral;netral
Gue kemaren di marahin gara2 nyari jodoh menyertakan pilihan politik gue. Helooooo... Gue ga mau kita berantem perkara makan siang gratis lauknya belalang atau lu bilang lu kagum sama Gibran;gue kemaren marahin gara nyari jodoh menyertakan pilihan politik gue helooooo gue ga mau kita berantem perkara makan siang gratis lauknya belalang lu bilang lu kagum sama gibran;negatif;negatif
@tanyarlfes Bener anjir. Gw sampe mual pas liatnya. Terus jadi kepikirin itu katanya mau ngasih 330 ribu Smart TV ke sekolah kayaknya buat ngeloop video ini di tiap sekolah. Buat mencuci otak anak anak kalo he s the best president yg berhasil ngasih that makan siang gratis ;bener anjir gw sampe mual pas liatnya terus kepikirin katanya mau ngasih ribu smart tv sekolah kayaknya buat ngeloop video tiap sekolah buat mencuci otak anak anak kalo he s the best president yg berhasil ngasih that makan siang gratis;negatif;negatif
drpd makan siang gratis knp ga ongkos gratis az ya;drpd makan siang gratis knp ga ongkos gratis az ya;negatif;negatif
#nanugumil wherein gumil join war food truck (jangan bilang mbg soalnya bayar ukt ya kids) https://t.co/XCSzSEcZXa;wherein gumil join war food truck jangan bilang mbg soalnya bayar ukt ya kids;netral;netral
@BebySoSweet Itu ada anak sd yg dikasih sangu ulat sagu sama ortunya terus gurunya bilang gpp itu tinggi protein. Ini gideo lama banget sebelum ada program makan siang gratis;ada anak sd yg dikasih sangu ulat sagu sama ortunya terus gurunya bilang gpp tinggi protein gideo lama banget sebelum ada program makan siang gratis;negatif;negatif
harusnya bukan kasih makan gratis. racun gratis aja;harusnya bukan kasih makan gratis racun gratis aja;negatif;negatif
Sesuai situasi. Kini di China susah cari pengemis pemulung ataupun pengamen untuk dijadikan standar akhirnya memakai standar penjual K5. Sementara di Indonesia pengemis pemulung dan pengamen makin marak dan ini dijadikan standar untuk makan siang gratis.;sesuai situasi kini china susah cari pengemis pemulung ataupun pengamen dijadikan standar akhirnya memakai standar jual k sementara indonesia pengemis pemulung pengamen makin marak dijadikan standar makan siang gratis;negatif;negatif
hari ini sekolah ku dapet uji coba program makan gratis sekolah kalian sudah kah?;hari sekolah ku dapet uji coba program makan gratis sekolah kalian sudah kah;netral;netral
Program MBG Sentuh 4 24 Juta Warga Lampaui Target Mei 2025! Data Statistik: Jumlah penerima manfaat: 4 24 juta warga Indonesia Jumlah SPPG beroperasi: 1.579 unit Target Mei 2025: 4 juta penerima Target akhir 2025: 82 9 juta penerima manfaat https://t.co/xztost2U6M;program mbg sentuh juta warga lampaui target mei data statistik jumlah penerima manfaat juta warga indonesia jumlah sppg beroperasi unit target mei juta penerima target akhir juta penerima manfaat;netral;netral
Kepala BGN ini sama2 pea nya dengan si pesulap leher miring. Jadiin anak2nya contoh MBG dari ortunya sdri dg MBG dari rezim omon2 @prabowo yg B nya : berbakteri busuk basi beracun;kepala bgn sama pea nya si pesulap leher miring jadiin anaknya contoh mbg ortunya sdri dg mbg rezim omon yg b nya berbakteri busuk basi beracun;negatif;negatif
Gak ada makan siang gratis?;gak ada makan siang gratis;netral;netral
